count;codanomal
1;Q279
2;Q282
1;Q283
2;Q288
1;Q308
1;Q309Q379
1;Q309Q759
1;Q319
1;Q320
5;Q330
2;Q336
1;Q336Q560Q620
1;Q336Q564Q619Q668
1;Q336Q601Q606
1;Q336Q605
1;Q336Q606
1;Q336Q606Q613
2;Q336Q613
1;Q336Q613Q668
1;Q336Q613Q799
2;Q336Q614
1;Q336Q620Q647
1;Q336Q620Q749
1;Q336Q638
1;Q336Q643
1;Q336Q792
1;Q336Q793
1;Q338
1;Q338Q790
1;Q339
2;Q349
2;Q351
2;Q353
1;Q353Q669Q681Q870Q899
3;Q355
29;Q359
7;Q359Q369
1;Q359Q369Q539Q549
1;Q359Q370Q380
3;Q359Q380
1;Q359Q459Q674Q741Q790
1;Q359Q564Q681
1;Q359Q668Q897
1;Q359Q674
3;Q360
1;Q360Q753
24;Q369
1;Q369Q379
1;Q369Q423Q699
1;Q369Q668
1;Q369Q792Q897Q917
3;Q370
1;Q370Q790Q897Q999
2;Q371
1;Q372
1;Q374
6;Q375
7;Q378
1;Q378Q613Q676
20;Q379
1;Q379Q668Q674Q759
1;Q379Q668Q738
1;Q379Q709
1;Q379Q897Q916Q917
10;Q380
1;Q380Q385
1;Q381
1;Q382Q383Q423Q718
1;Q383
1;Q383Q522Q909
1;Q383Q690
1;Q385
1;Q386
8;Q390
1;Q390Q410Q674Q902
1;Q390Q422Q620
1;Q390Q423
1;Q390Q439Q999
1;Q390Q549
1;Q390Q690
3;Q391
1;Q391Q897
1;Q391Q899
1;Q391Q909
1;Q393Q669Q709Q897
1;Q398
1;Q398Q909
1;Q401
2;Q410
1;Q410Q909
1;Q411Q412Q743
1;Q412
3;Q422
3;Q423
1;Q423Q549
1;Q429Q793
1;Q438
2;Q439
1;Q442
1;Q459
1;Q522
1;Q526
1;Q527
1;Q529
2;Q530
1;Q530Q552Q759
6;Q531
1;Q531Q550
1;Q531Q559
1;Q531Q668
4;Q532
1;Q532Q668
1;Q532Q759Q792
8;Q539
1;Q539Q794
7;Q541
1;Q541Q560
6;Q548
31;Q549
1;Q549Q552Q556
1;Q550
1;Q550Q560Q690
2;Q552
1;Q558
3;Q559
2;Q560
1;Q561Q564
10;Q564
1;Q564Q699
1;Q564Q714
1;Q564Q894
1;Q564Q897
2;Q600
1;Q601Q899
2;Q606
1;Q606Q613
1;Q606Q649
2;Q611
3;Q613
1;Q619
5;Q620
2;Q620Q622
1;Q620Q668Q709
1;Q620Q898
1;Q622
1;Q625
1;Q638
1;Q638Q795
2;Q639
1;Q639Q678Q751Q897
1;Q641
1;Q642
1;Q648
1;Q649Q794
2;Q650
2;Q652
1;Q659
20;Q660
1;Q660Q690Q699Q728
1;Q660Q723
7;Q661
5;Q663
1;Q663Q666Q668
9;Q664
1;Q664Q668
9;Q665
5;Q666
1;Q667
87;Q668
4;Q668Q681
1;Q668Q681Q752
1;Q668Q699
1;Q668Q718Q728
1;Q668Q792Q873
1;Q668Q870
33;Q669
1;Q669Q681
1;Q669Q720
1;Q669Q729
1;Q670
1;Q671
4;Q674
2;Q675
1;Q678Q738Q897
23;Q681
1;Q681Q763Q769
1;Q681Q999
6;Q682
1;Q682Q729
4;Q688
95;Q690
1;Q690Q909
2;Q691
3;Q692
195;Q699
4;Q699Q709
1;Q699Q709Q740
5;Q701
1;Q701Q715Q999
6;Q704
16;Q709
1;Q709Q728
2;Q710
2;Q712
13;Q713
1;Q713Q723
1;Q713Q728
2;Q716
5;Q718
1;Q718Q728
3;Q719
1;Q723
3;Q728
1;Q729
1;Q730
1;Q731
2;Q740
1;Q740Q753
1;Q740Q878
6;Q741
6;Q742
4;Q743
7;Q748
21;Q749
1;Q750
1;Q752
5;Q753
1;Q753Q771
4;Q759
1;Q759Q899
2;Q760
1;Q764
1;Q768
1;Q769
2;Q771
1;Q771Q774Q780
1;Q771Q778
3;Q774
3;Q780
1;Q783
1;Q788Q792
1;Q788Q798
20;Q790
1;Q790Q897
1;Q790Q917
11;Q792
43;Q793
1;Q793Q913
3;Q794
2;Q795
2;Q798
2;Q799
1;Q808
2;Q809
1;Q828
3;Q829
1;Q831
1;Q833
1;Q842
2;Q848
1;Q859
6;Q870
6;Q872
1;Q878
1;Q878Q916
2;Q894
16;Q897
1;Q897Q899
1;Q897Q912Q913
1;Q897Q916
1;Q897Q928Q998
